,Additions,Deletions,Changes,AmountOfFiles,UserEmail,MessageLength,Timestamp,RepositoryName,RepositoryOwner,RepositoryBranch
18,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,ovallner
0,214,0,214,1,Tyler Springer,56,2016-02-29 05:17:16+00:00,programming-assignments,SMUCSE2341,Firehex
1,335,0,335,6,Tyler Springer,56,2016-02-25 02:31:00+00:00,programming-assignments,SMUCSE2341,Firehex
2,19,17,36,1,Calum,17,2016-02-22 13:14:28+00:00,programming-assignments,SMUCSE2341,Firehex
3,212,0,212,1,Calum,16,2016-02-22 13:06:09+00:00,programming-assignments,SMUCSE2341,Firehex
4,13,0,13,2,Firehex,16,2016-02-15 10:54:09+00:00,programming-assignments,SMUCSE2341,Firehex
5,0,0,0,2,Firehex,23,2016-02-15 10:52:40+00:00,programming-assignments,SMUCSE2341,Firehex
6,54,45,99,1,Firehex,44,2016-02-15 10:46:53+00:00,programming-assignments,SMUCSE2341,Firehex
7,74,81,155,1,Firehex,35,2016-02-15 10:16:37+00:00,programming-assignments,SMUCSE2341,Firehex
8,65,12,77,1,Firehex,32,2016-02-15 08:08:25+00:00,programming-assignments,SMUCSE2341,Firehex
9,140,29,169,1,Firehex,17,2016-02-15 03:01:24+00:00,programming-assignments,SMUCSE2341,Firehex
10,156,11,167,2,Firehex,34,2016-02-14 23:52:20+00:00,programming-assignments,SMUCSE2341,Firehex
11,7,1,8,2,Firehex,53,2016-02-14 05:08:27+00:00,programming-assignments,SMUCSE2341,Firehex
12,5,0,5,1,Firehex,17,2016-02-14 05:02:22+00:00,programming-assignments,SMUCSE2341,Firehex
13,373,0,373,11,Tyler Springer,56,2016-02-10 08:40:12+00:00,programming-assignments,SMUCSE2341,Firehex
14,2,0,2,2,Calum,20,2016-02-01 10:39:38+00:00,programming-assignments,SMUCSE2341,Firehex
15,0,33,33,3,Calum,102,2016-02-01 10:35:50+00:00,programming-assignments,SMUCSE2341,Firehex
16,23,34,57,4,Calum,17,2016-02-01 10:34:34+00:00,programming-assignments,SMUCSE2341,Firehex
17,0,0,0,1,Firehex,24,2016-02-01 10:14:26+00:00,programming-assignments,SMUCSE2341,Firehex
18,0,22,22,1,Firehex,23,2016-02-01 10:14:15+00:00,programming-assignments,SMUCSE2341,Firehex
19,0,11,11,1,Firehex,25,2016-02-01 10:14:05+00:00,programming-assignments,SMUCSE2341,Firehex
20,284,31,315,9,Calum,37,2016-02-01 10:12:37+00:00,programming-assignments,SMUCSE2341,Firehex
21,39,8,47,4,Calum,57,2016-01-31 09:13:54+00:00,programming-assignments,SMUCSE2341,Firehex
22,37,1,38,3,Calum,94,2016-01-26 22:54:30+00:00,programming-assignments,SMUCSE2341,Firehex
23,95,0,95,3,Firehex,10,2016-01-26 22:31:03+00:00,programming-assignments,SMUCSE2341,Firehex
24,0,0,0,1,Firehex,14,2016-01-26 22:20:04+00:00,programming-assignments,SMUCSE2341,Firehex
25,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,Firehex
0,525,3,528,6,Tyler Springer,56,2016-02-25 04:39:12+00:00,programming-assignments,SMUCSE2341,eruggiero
1,134,41,175,3,Eva Ruggiero,18,2016-02-18 11:34:44+00:00,programming-assignments,SMUCSE2341,eruggiero
2,161,0,161,1,eruggiero,10,2016-02-15 13:09:48+00:00,programming-assignments,SMUCSE2341,eruggiero
3,271,3,274,4,Eva Ramirez,16,2016-02-15 02:31:32+00:00,programming-assignments,SMUCSE2341,eruggiero
4,287,0,287,11,Tyler Springer,56,2016-02-10 08:42:09+00:00,programming-assignments,SMUCSE2341,eruggiero
5,110,86,196,7,Eva Ramirez,16,2016-02-01 00:44:50+00:00,programming-assignments,SMUCSE2341,eruggiero
6,261,0,261,7,Eva Ramirez,11,2016-01-30 11:40:27+00:00,programming-assignments,SMUCSE2341,eruggiero
7,1,0,1,1,Eva Ramirez,14,2016-01-27 10:12:49+00:00,programming-assignments,SMUCSE2341,eruggiero
8,1,0,1,1,Eva Ramirez,19,2016-01-26 17:24:32+00:00,programming-assignments,SMUCSE2341,eruggiero
9,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,eruggiero
0,1182,1,1183,10,Lucas H,56,2016-11-03 19:39:59+00:00,programming-assignments,SMUCSE2341,lchansen
1,0,282,282,2,Lucas Hansen,3,2016-11-03 19:39:08+00:00,programming-assignments,SMUCSE2341,lchansen
2,353,1,354,3,Lucas Hansen,23,2016-10-07 19:48:16+00:00,programming-assignments,SMUCSE2341,lchansen
3,0,0,0,0,Lucas Hansen,35,2016-10-07 19:47:44+00:00,programming-assignments,SMUCSE2341,lchansen
4,656,40,696,10,Lucas H,56,2016-09-25 18:00:46+00:00,programming-assignments,SMUCSE2341,lchansen
5,97,98,195,6,Lucas Hansen,12,2016-04-04 12:46:37+00:00,programming-assignments,SMUCSE2341,lchansen
6,130,20,150,5,Lucas Hansen,38,2016-04-04 11:47:16+00:00,programming-assignments,SMUCSE2341,lchansen
7,130,68,198,10,Lucas Hansen,11,2016-04-04 08:30:31+00:00,programming-assignments,SMUCSE2341,lchansen
8,963,5,968,14,Lucas Hansen,32,2016-04-04 05:45:16+00:00,programming-assignments,SMUCSE2341,lchansen
9,0,52,52,1,Lucas H,15,2016-03-14 08:52:42+00:00,programming-assignments,SMUCSE2341,lchansen
10,0,271,271,1,Lucas H,28,2016-03-14 08:52:34+00:00,programming-assignments,SMUCSE2341,lchansen
11,0,11,11,1,Lucas H,23,2016-03-14 08:52:25+00:00,programming-assignments,SMUCSE2341,lchansen
12,178,117,295,5,Lucas Hansen,12,2016-03-14 05:27:18+00:00,programming-assignments,SMUCSE2341,lchansen
13,11,29,40,2,Lucas Hansen,35,2016-02-28 02:26:56+00:00,programming-assignments,SMUCSE2341,lchansen
14,0,0,0,0,Lucas Hansen,103,2016-02-28 02:17:01+00:00,programming-assignments,SMUCSE2341,lchansen
15,643,0,643,5,Lucas Hansen,57,2016-02-28 02:14:10+00:00,programming-assignments,SMUCSE2341,lchansen
16,1997,1,1998,16,Tyler Springer,56,2016-02-25 03:00:14+00:00,programming-assignments,SMUCSE2341,lchansen
17,6,1,7,2,Lucas Hansen,47,2016-02-21 22:40:50+00:00,programming-assignments,SMUCSE2341,lchansen
18,311,34,345,4,Lucas Hansen,47,2016-02-21 22:29:41+00:00,programming-assignments,SMUCSE2341,lchansen
19,56,77,133,8,Lucas Hansen,6,2016-02-21 22:00:06+00:00,programming-assignments,SMUCSE2341,lchansen
20,318,0,318,4,Lucas Hansen,31,2016-02-21 21:51:40+00:00,programming-assignments,SMUCSE2341,lchansen
21,0,5,5,1,Lucas H,17,2016-02-15 05:48:37+00:00,programming-assignments,SMUCSE2341,lchansen
22,748,145,893,8,Lucas Hansen,58,2016-02-15 05:43:19+00:00,programming-assignments,SMUCSE2341,lchansen
23,173,170,343,13,Lucas Hansen,58,2016-02-15 00:14:06+00:00,programming-assignments,SMUCSE2341,lchansen
24,134,96,230,8,Lucas Hansen,37,2016-02-14 22:12:30+00:00,programming-assignments,SMUCSE2341,lchansen
25,34,34,68,4,Lucas Hansen,33,2016-02-14 09:14:19+00:00,programming-assignments,SMUCSE2341,lchansen
26,365,22,387,10,Lucas Hansen,30,2016-02-14 07:53:26+00:00,programming-assignments,SMUCSE2341,lchansen
27,136,73,209,7,Lucas Hansen,17,2016-02-14 03:12:21+00:00,programming-assignments,SMUCSE2341,lchansen
28,192,43,235,12,Lucas Hansen,13,2016-02-13 21:15:45+00:00,programming-assignments,SMUCSE2341,lchansen
29,802,0,802,10,Lucas Hansen,14,2016-02-10 09:41:43+00:00,programming-assignments,SMUCSE2341,lchansen
0,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,Anovosadova
0,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,mts4243369
0,304,146,450,21,Tyler Springer,67,2016-02-25 04:29:48+00:00,programming-assignments,SMUCSE2341,Traian-Pop
1,139,84,223,13,Traian-Pop,20,2016-02-22 00:57:39+00:00,programming-assignments,SMUCSE2341,Traian-Pop
2,0,0,0,1,Traian Pop,29,2016-02-18 23:21:41+00:00,programming-assignments,SMUCSE2341,Traian-Pop
3,64,29,93,11,Traian Pop,29,2016-02-18 23:16:03+00:00,programming-assignments,SMUCSE2341,Traian-Pop
4,10,12,22,7,Traian Pop,23,2016-02-17 10:48:48+00:00,programming-assignments,SMUCSE2341,Traian-Pop
5,62,28,90,13,Traian Pop,24,2016-02-17 10:32:56+00:00,programming-assignments,SMUCSE2341,Traian-Pop
6,218,127,345,18,Traian Pop,14,2016-02-17 09:40:35+00:00,programming-assignments,SMUCSE2341,Traian-Pop
7,569,0,569,15,Traian-Pop,129,2016-02-15 10:34:50+00:00,programming-assignments,SMUCSE2341,Traian-Pop
8,517,0,517,13,Tyler Springer,118,2016-02-10 08:41:55+00:00,programming-assignments,SMUCSE2341,Traian-Pop
9,517,0,517,13,Traian-Pop,88,2016-02-03 07:18:34+00:00,programming-assignments,SMUCSE2341,Traian-Pop
10,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,Traian-Pop
0,1559,0,1559,22,Tyler Springer,56,2016-02-25 03:11:55+00:00,programming-assignments,SMUCSE2341,JingzhenHu
1,10,49,59,6,JingzhenHu,31,2016-02-15 03:27:44+00:00,programming-assignments,SMUCSE2341,JingzhenHu
2,13,13,26,3,JingzhenHu,11,2016-02-15 03:08:58+00:00,programming-assignments,SMUCSE2341,JingzhenHu
3,559,181,740,17,JingzhenHu,12,2016-02-14 19:08:26+00:00,programming-assignments,SMUCSE2341,JingzhenHu
4,706,15,721,15,JingzhenHu,25,2016-02-12 05:13:02+00:00,programming-assignments,SMUCSE2341,JingzhenHu
5,529,0,529,7,JingzhenHu,37,2016-02-11 20:10:50+00:00,programming-assignments,SMUCSE2341,JingzhenHu
6,820,0,820,12,Tyler Springer,56,2016-02-10 08:40:58+00:00,programming-assignments,SMUCSE2341,JingzhenHu
7,0,0,0,1,JingzhenHu,35,2016-01-28 18:23:33+00:00,programming-assignments,SMUCSE2341,JingzhenHu
8,0,0,0,1,JingzhenHu,13,2016-01-28 18:20:18+00:00,programming-assignments,SMUCSE2341,JingzhenHu
9,820,0,820,11,JingzhenHu,29,2016-01-28 18:15:52+00:00,programming-assignments,SMUCSE2341,JingzhenHu
10,29,0,29,2,Tyler Springer,14,2016-01-28 18:10:31+00:00,programming-assignments,SMUCSE2341,JingzhenHu
0,45,17,62,1,superrocktopus,73,2016-02-01 21:09:02+00:00,programming-assignments,SMUCSE2341,superrocktopus
1,45,17,62,1,Data Structures,12,2016-02-01 21:02:26+00:00,programming-assignments,SMUCSE2341,superrocktopus
2,29,0,29,1,superrocktopus,112,2016-02-01 13:23:55+00:00,programming-assignments,SMUCSE2341,superrocktopus
3,29,0,29,1,Data Structures,23,2016-01-31 20:58:18+00:00,programming-assignments,SMUCSE2341,superrocktopus
4,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,superrocktopus
0,368,0,368,3,Ian Johnson,56,2016-04-04 14:56:49+00:00,programming-assignments,SMUCSE2341,justinledford
1,159,97,256,2,justin,28,2016-03-08 19:20:12+00:00,programming-assignments,SMUCSE2341,justinledford
2,564,0,564,7,Ian Johnson,56,2016-02-28 15:43:27+00:00,programming-assignments,SMUCSE2341,justinledford
3,1,1,2,1,justin,12,2016-02-28 01:18:17+00:00,programming-assignments,SMUCSE2341,justinledford
4,5,1,6,1,Justin Ledford,32,2016-02-27 21:16:26+00:00,programming-assignments,SMUCSE2341,justinledford
5,2,0,2,1,justin,30,2016-02-27 21:06:03+00:00,programming-assignments,SMUCSE2341,justinledford
6,5,7,12,1,Justin Ledford,28,2016-02-27 20:54:50+00:00,programming-assignments,SMUCSE2341,justinledford
7,0,99898,99898,8,justin,33,2016-02-27 20:32:21+00:00,programming-assignments,SMUCSE2341,justinledford
8,99876,187,100063,4,justin,34,2016-02-27 20:30:04+00:00,programming-assignments,SMUCSE2341,justinledford
9,10,1,11,1,justin,47,2016-02-27 18:23:11+00:00,programming-assignments,SMUCSE2341,justinledford
10,10,1,11,1,justin,42,2016-02-27 18:21:04+00:00,programming-assignments,SMUCSE2341,justinledford
11,31,26,57,2,justin,43,2016-02-27 17:44:47+00:00,programming-assignments,SMUCSE2341,justinledford
12,66,19,85,2,justin,36,2016-02-27 17:30:01+00:00,programming-assignments,SMUCSE2341,justinledford
13,2,2,4,1,Justin Ledford,26,2016-02-25 22:00:32+00:00,programming-assignments,SMUCSE2341,justinledford
14,9,1,10,1,Justin Ledford,31,2016-02-25 21:49:50+00:00,programming-assignments,SMUCSE2341,justinledford
15,50,47,97,3,Justin Ledford,40,2016-02-25 21:08:21+00:00,programming-assignments,SMUCSE2341,justinledford
16,2,2,4,1,justin,38,2016-02-25 04:44:19+00:00,programming-assignments,SMUCSE2341,justinledford
17,38,36,74,3,justin,44,2016-02-25 04:33:20+00:00,programming-assignments,SMUCSE2341,justinledford
18,116,2,118,3,justin,20,2016-02-25 03:36:13+00:00,programming-assignments,SMUCSE2341,justinledford
19,2,0,2,1,justin,24,2016-02-24 14:33:07+00:00,programming-assignments,SMUCSE2341,justinledford
20,31,33,64,1,justin,39,2016-02-24 04:21:49+00:00,programming-assignments,SMUCSE2341,justinledford
21,36,0,36,4,justin,37,2016-02-24 04:00:08+00:00,programming-assignments,SMUCSE2341,justinledford
22,1,0,1,1,justin,39,2016-02-24 03:58:52+00:00,programming-assignments,SMUCSE2341,justinledford
23,16,14,30,1,justin,32,2016-02-24 03:58:25+00:00,programming-assignments,SMUCSE2341,justinledford
24,6,2,8,1,justin,31,2016-02-24 03:44:04+00:00,programming-assignments,SMUCSE2341,justinledford
25,99,1,100,3,justin,38,2016-02-24 03:40:55+00:00,programming-assignments,SMUCSE2341,justinledford
26,2,2,4,1,justin,12,2016-02-24 02:04:54+00:00,programming-assignments,SMUCSE2341,justinledford
27,9,0,9,1,justin,18,2016-02-23 04:04:43+00:00,programming-assignments,SMUCSE2341,justinledford
28,18,0,18,2,justin,36,2016-02-23 04:04:35+00:00,programming-assignments,SMUCSE2341,justinledford
29,84,0,84,2,justin,69,2016-02-23 04:03:58+00:00,programming-assignments,SMUCSE2341,justinledford
0,1004,0,1004,3,Ian Johnson,67,2016-04-04 14:58:10+00:00,programming-assignments,SMUCSE2341,andy-rash
1,0,2,2,1,andy-rash,31,2016-03-14 05:49:53+00:00,programming-assignments,SMUCSE2341,andy-rash
2,0,2,2,1,andy-rash,34,2016-03-14 05:20:35+00:00,programming-assignments,SMUCSE2341,andy-rash
3,96,123,219,2,andy-rash,113,2016-03-14 05:19:28+00:00,programming-assignments,SMUCSE2341,andy-rash
4,0,122457,122457,4,andy-rash,40,2016-03-14 05:11:30+00:00,programming-assignments,SMUCSE2341,andy-rash
5,57,57,114,2,Andy,18,2016-03-04 18:12:58+00:00,programming-assignments,SMUCSE2341,andy-rash
6,3,3,6,2,andy-rash,88,2016-03-04 16:00:52+00:00,programming-assignments,SMUCSE2341,andy-rash
7,1861,0,1861,1,andy-rash,18,2016-03-04 15:57:48+00:00,programming-assignments,SMUCSE2341,andy-rash
8,241,36,277,3,andy-rash,77,2016-03-03 22:16:36+00:00,programming-assignments,SMUCSE2341,andy-rash
9,199,78,277,2,andy-rash,76,2016-03-03 21:04:54+00:00,programming-assignments,SMUCSE2341,andy-rash
10,82,79,161,4,andy-rash,81,2016-03-03 20:15:34+00:00,programming-assignments,SMUCSE2341,andy-rash
11,0,58,58,2,andy-rash,72,2016-03-02 22:52:39+00:00,programming-assignments,SMUCSE2341,andy-rash
12,25,6,31,2,andy-rash,34,2016-03-02 21:12:55+00:00,programming-assignments,SMUCSE2341,andy-rash
13,133,9,142,2,Andy,48,2016-03-02 17:11:55+00:00,programming-assignments,SMUCSE2341,andy-rash
14,2,0,2,1,Andy,64,2016-03-02 04:48:40+00:00,programming-assignments,SMUCSE2341,andy-rash
15,84,58,142,3,Andy,100,2016-03-01 23:16:53+00:00,programming-assignments,SMUCSE2341,andy-rash
16,0,1,1,1,andy-rash,49,2016-03-01 18:29:46+00:00,programming-assignments,SMUCSE2341,andy-rash
17,27,19,46,2,andy-rash,19,2016-03-01 18:23:23+00:00,programming-assignments,SMUCSE2341,andy-rash
18,6,6,12,1,Andy,80,2016-03-01 04:29:29+00:00,programming-assignments,SMUCSE2341,andy-rash
19,0,71,71,1,Andy,29,2016-03-01 04:25:02+00:00,programming-assignments,SMUCSE2341,andy-rash
20,0,2048674,2048674,38,Andy,57,2016-03-01 04:22:30+00:00,programming-assignments,SMUCSE2341,andy-rash
21,115,58,173,2,andy-rash,178,2016-02-29 23:55:02+00:00,programming-assignments,SMUCSE2341,andy-rash
22,75,3,78,2,Andy,22,2016-02-29 17:09:30+00:00,programming-assignments,SMUCSE2341,andy-rash
23,1445935,77,1446012,16,Andy,71,2016-02-29 04:51:11+00:00,programming-assignments,SMUCSE2341,andy-rash
24,184,165,349,22,Andy,18,2016-02-29 00:29:38+00:00,programming-assignments,SMUCSE2341,andy-rash
25,100,100,200,10,Andy,31,2016-02-28 23:40:36+00:00,programming-assignments,SMUCSE2341,andy-rash
26,979,0,979,8,Ian Johnson,56,2016-02-28 15:27:24+00:00,programming-assignments,SMUCSE2341,andy-rash
27,602825,36,602861,29,Andy,18,2016-02-26 19:35:22+00:00,programming-assignments,SMUCSE2341,andy-rash
28,4,0,4,1,Andy,38,2016-02-26 16:42:00+00:00,programming-assignments,SMUCSE2341,andy-rash
29,20749,21,20770,4,andy-rash,153,2016-02-26 16:01:05+00:00,programming-assignments,SMUCSE2341,andy-rash
0,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,alyssastills
0,1548,0,1548,6,Ian Johnson,91,2016-03-28 16:09:11+00:00,programming-assignments,SMUCSE2341,Arbalest007
1,550,0,550,2,Data Structures,106,2016-03-14 11:05:33+00:00,programming-assignments,SMUCSE2341,Arbalest007
2,998,0,998,4,Data Structures,16,2016-03-14 11:04:31+00:00,programming-assignments,SMUCSE2341,Arbalest007
3,738,0,738,6,Ian Johnson,56,2016-02-28 15:30:08+00:00,programming-assignments,SMUCSE2341,Arbalest007
4,550,0,550,2,Arbalest007,28,2016-02-28 11:14:09+00:00,programming-assignments,SMUCSE2341,Arbalest007
5,0,0,0,0,Data Structures,106,2016-02-22 07:58:45+00:00,programming-assignments,SMUCSE2341,Arbalest007
6,738,0,738,6,Data Structures,16,2016-02-22 07:56:05+00:00,programming-assignments,SMUCSE2341,Arbalest007
7,1308,0,1308,15,Ian Johnson,56,2016-02-19 14:18:27+00:00,programming-assignments,SMUCSE2341,Arbalest007
8,618,169,787,14,Data Structures,22,2016-02-17 09:28:25+00:00,programming-assignments,SMUCSE2341,Arbalest007
9,0,0,0,0,Data Structures,106,2016-02-15 13:45:36+00:00,programming-assignments,SMUCSE2341,Arbalest007
10,859,0,859,12,Data Structures,16,2016-02-15 13:42:07+00:00,programming-assignments,SMUCSE2341,Arbalest007
11,760,0,760,5,Ian Johnson,77,2016-02-06 02:03:32+00:00,programming-assignments,SMUCSE2341,Arbalest007
12,760,0,760,5,Data Structures,29,2016-02-01 13:51:18+00:00,programming-assignments,SMUCSE2341,Arbalest007
13,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,Arbalest007
0,1192,0,1192,27,Michelle Aphaiyarath,68,2016-04-06 12:59:34+00:00,programming-assignments,SMUCSE2341,maphaiyarath
1,8,14,22,3,Michelle Aphaiyarath,11,2016-04-06 12:58:57+00:00,programming-assignments,SMUCSE2341,maphaiyarath
2,14,33,47,5,Michelle Aphaiyarath,19,2016-04-06 12:31:59+00:00,programming-assignments,SMUCSE2341,maphaiyarath
3,126,47,173,8,Michelle Aphaiyarath,16,2016-04-06 08:39:50+00:00,programming-assignments,SMUCSE2341,maphaiyarath
4,80,18,98,5,Michelle Aphaiyarath,27,2016-04-05 22:33:01+00:00,programming-assignments,SMUCSE2341,maphaiyarath
5,125,0,125,3,Ian Johnson,56,2016-04-04 14:56:29+00:00,programming-assignments,SMUCSE2341,maphaiyarath
6,362,0,362,11,Ian Johnson,59,2016-04-04 14:56:21+00:00,programming-assignments,SMUCSE2341,maphaiyarath
7,182,36,218,7,Michelle Aphaiyarath,39,2016-04-04 11:01:57+00:00,programming-assignments,SMUCSE2341,maphaiyarath
8,455,8,463,18,Michelle Aphaiyarath,23,2016-04-01 20:00:58+00:00,programming-assignments,SMUCSE2341,maphaiyarath
9,36,0,36,3,Michelle Aphaiyarath,16,2016-03-17 20:50:35+00:00,programming-assignments,SMUCSE2341,maphaiyarath
10,20,12,32,1,Michelle Aphaiyarath,24,2016-03-14 08:38:49+00:00,programming-assignments,SMUCSE2341,maphaiyarath
11,42,12,54,1,Michelle Aphaiyarath,27,2016-03-14 07:29:33+00:00,programming-assignments,SMUCSE2341,maphaiyarath
12,236,0,236,5,Michelle Aphaiyarath,23,2016-03-14 07:21:53+00:00,programming-assignments,SMUCSE2341,maphaiyarath
13,78,5,83,2,Michelle Aphaiyarath,19,2016-02-28 13:46:32+00:00,programming-assignments,SMUCSE2341,maphaiyarath
14,100,0,100,2,Michelle Aphaiyarath,27,2016-02-25 22:16:43+00:00,programming-assignments,SMUCSE2341,maphaiyarath
15,125,0,125,3,Michelle Aphaiyarath,13,2016-02-22 13:49:16+00:00,programming-assignments,SMUCSE2341,maphaiyarath
16,312,0,312,9,Michelle Aphaiyarath,21,2016-02-17 13:58:33+00:00,programming-assignments,SMUCSE2341,maphaiyarath
17,50,0,50,2,Michelle Aphaiyarath,11,2016-02-01 14:02:57+00:00,programming-assignments,SMUCSE2341,maphaiyarath
18,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,maphaiyarath
0,2134,0,2134,33,Canon Ellis,56,2016-04-14 16:42:00+00:00,programming-assignments,SMUCSE2341,jakecarlson1
1,0,1507,1507,24,Jake Carlson,85,2016-04-02 22:06:28+00:00,programming-assignments,SMUCSE2341,jakecarlson1
2,24,24,48,4,Jake Carlson,25,2016-04-01 18:17:29+00:00,programming-assignments,SMUCSE2341,jakecarlson1
3,86,1,87,15,Jake Carlson,88,2016-03-29 21:45:31+00:00,programming-assignments,SMUCSE2341,jakecarlson1
4,262,12,274,20,Jake Carlson,30,2016-03-26 21:47:42+00:00,programming-assignments,SMUCSE2341,jakecarlson1
5,1137,40,1177,14,Jake Carlson,28,2016-03-25 23:11:59+00:00,programming-assignments,SMUCSE2341,jakecarlson1
6,341,3,344,13,Jake Carlson,171,2016-03-23 03:58:31+00:00,programming-assignments,SMUCSE2341,jakecarlson1
7,112,39,151,11,Jake Carlson,15,2016-03-22 23:12:08+00:00,programming-assignments,SMUCSE2341,jakecarlson1
8,882,0,882,3,Canon Ellis,56,2016-03-22 17:33:48+00:00,programming-assignments,SMUCSE2341,jakecarlson1
9,113,18,131,15,Jake Carlson,124,2016-03-22 01:27:38+00:00,programming-assignments,SMUCSE2341,jakecarlson1
10,302,4,306,8,Jake Carlson,174,2016-03-21 04:39:05+00:00,programming-assignments,SMUCSE2341,jakecarlson1
11,22,4,26,9,Jake Carlson,28,2016-03-20 21:13:44+00:00,programming-assignments,SMUCSE2341,jakecarlson1
12,75,0,75,9,Jake Carlson,483,2016-03-20 00:59:56+00:00,programming-assignments,SMUCSE2341,jakecarlson1
13,86,10,96,7,Jake Carlson,29,2016-03-19 23:40:10+00:00,programming-assignments,SMUCSE2341,jakecarlson1
14,333,17,350,27,Jake Carlson,73,2016-03-19 19:18:39+00:00,programming-assignments,SMUCSE2341,jakecarlson1
15,697,58,755,18,Jake Carlson,132,2016-03-19 01:18:30+00:00,programming-assignments,SMUCSE2341,jakecarlson1
16,281,0,281,8,Jake Carlson,29,2016-03-16 01:36:09+00:00,programming-assignments,SMUCSE2341,jakecarlson1
17,1,256101,256102,30,Jake Carlson,9,2016-03-14 04:06:30+00:00,programming-assignments,SMUCSE2341,jakecarlson1
18,7,114613,114620,17,Jake Carlson,15,2016-03-14 03:56:47+00:00,programming-assignments,SMUCSE2341,jakecarlson1
19,20762,20777,41539,5,Jake Carlson,22,2016-03-14 01:34:19+00:00,programming-assignments,SMUCSE2341,jakecarlson1
20,45,33,78,3,Jake Carlson,212,2016-03-12 02:45:33+00:00,programming-assignments,SMUCSE2341,jakecarlson1
21,14386,80,14466,8,Jake Carlson,117,2016-03-02 23:09:43+00:00,programming-assignments,SMUCSE2341,jakecarlson1
22,55820,19740,75560,9,Jake Carlson,21,2016-03-02 16:02:23+00:00,programming-assignments,SMUCSE2341,jakecarlson1
23,1,1,2,5,Jake Carlson,18,2016-03-02 14:52:43+00:00,programming-assignments,SMUCSE2341,jakecarlson1
24,22520,15,22535,9,Jake Carlson,286,2016-03-01 23:12:55+00:00,programming-assignments,SMUCSE2341,jakecarlson1
25,14487,44,14531,12,Jake Carlson,150,2016-03-01 02:31:37+00:00,programming-assignments,SMUCSE2341,jakecarlson1
26,817,0,817,6,Canon Ellis,56,2016-02-29 06:13:02+00:00,programming-assignments,SMUCSE2341,jakecarlson1
27,22689,65,22754,7,Jake Carlson,36,2016-02-28 03:29:39+00:00,programming-assignments,SMUCSE2341,jakecarlson1
28,60,24,84,11,Jake Carlson,226,2016-02-27 19:15:35+00:00,programming-assignments,SMUCSE2341,jakecarlson1
29,236,22585,22821,11,Jake Carlson,89,2016-02-26 23:34:42+00:00,programming-assignments,SMUCSE2341,jakecarlson1
0,717,0,717,8,bkirton,58,2016-04-05 04:32:28+00:00,programming-assignments,SMUCSE2341,bkirton
1,164,0,164,1,bkirton,21,2016-04-05 04:31:39+00:00,programming-assignments,SMUCSE2341,bkirton
2,81,0,81,1,bkirton,19,2016-04-05 04:31:13+00:00,programming-assignments,SMUCSE2341,bkirton
3,157,0,157,1,bkirton,15,2016-04-05 04:30:43+00:00,programming-assignments,SMUCSE2341,bkirton
4,112,0,112,1,bkirton,16,2016-04-05 04:30:12+00:00,programming-assignments,SMUCSE2341,bkirton
5,40,0,40,1,bkirton,14,2016-04-05 04:29:44+00:00,programming-assignments,SMUCSE2341,bkirton
6,4,0,4,1,bkirton,15,2016-02-22 08:01:53+00:00,programming-assignments,SMUCSE2341,bkirton
7,12,0,12,1,bkirton,14,2016-02-22 08:00:58+00:00,programming-assignments,SMUCSE2341,bkirton
8,147,0,147,1,bkirton,15,2016-02-22 08:00:23+00:00,programming-assignments,SMUCSE2341,bkirton
9,0,0,0,8,jkpolitz,24,2015-09-08 20:48:45+00:00,programming-assignments,SMUCSE2341,bkirton
0,259,0,259,3,justinledford,59,2016-11-09 22:24:56+00:00,CSE2341-16F,SMUCSE2341,CaseyH19
1,994,771,1765,6,justinledford,74,2016-11-09 22:24:46+00:00,CSE2341-16F,SMUCSE2341,CaseyH19
2,259,0,259,3,CaseyH19,24,2016-10-23 15:35:31+00:00,CSE2341-16F,SMUCSE2341,CaseyH19
3,994,771,1765,6,CaseyH19,20,2016-10-15 22:44:32+00:00,CSE2341-16F,SMUCSE2341,CaseyH19
4,11106,0,11106,5,justinledford,67,2016-10-14 17:25:43+00:00,CSE2341-16F,SMUCSE2341,CaseyH19
5,868,220,1088,8,justinledford,73,2016-09-26 01:06:59+00:00,CSE2341-16F,SMUCSE2341,CaseyH19
6,11106,0,11106,5,CaseyH19,33,2016-09-25 23:49:06+00:00,CSE2341-16F,SMUCSE2341,CaseyH19
